ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10261,AAS,1010,100,Lecture,"4","","","","Introduction to African-American and African Studies I","",Closed,120,120,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10264,AAS,1010,101,Discussion,"4","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10265,AAS,1010,102,Discussion,"4","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10262,AAS,1010,103,Discussion,"4","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10263,AAS,1010,104,Discussion,"4","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10266,AAS,1010,105,Discussion,"4","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10267,AAS,1010,106,Discussion,"4","","","","Introduction to African-American and African Studies I","",Open,19,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
21864,AAS,2559,001,Seminar,"3","","","","New Course in African and African American Studies","Black Feminity & Masculinitiy",Closed,20,20,0,"New course in the subject of African and African American Studies"
16137,AAS,2700,001,Lecture,"3","","","","Festivals of the Americas","",Closed,9,10,0,"Communities throughout the Caribbean, and South, Central and North America celebrate festivals which are rooted in religious devotion, and which serve to mark sacred time and and to assert claims about religious, ethnic, and national identities. The class will read ethnographic accounts and listen to musical recordings of signature religious festivals--such as Saint Patrick's Day in Boston, Mardi Gras in New Orleans, and Carnival in Brazil."
19990,AAS,3200,001,Seminar,"3","","","","Martin, Malcolm and America","",Closed,10,10,0,"An intensive examination of African-American social criticism centered upon, but not limited to, the life and thought of Martin Luther King, Jr. and Malcolm X.  We will come to grips with the American legacy of racial hatred and oppression systematized in the institutions of antebellum chattel slavery and post-bellum racial segregation and analyze the array of critical responses to, and social struggles against, this legacy."
12191,AAS,3500,001,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Black Protest Narrative",Open,3,10,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
14713,AAS,3500,002,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","SS PerspAf-Amer&AfricanStudies",Open,8,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20896,AAS,3500,003,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Framing Civil Rights Movement",Open,10,15,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
21208,AAS,3500,004,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","South African Literature",Open,6,13,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20064,AAS,3559,001,Seminar,"3","","","","New Course in African and African American Studies","Heard it on the Radio",Open,47,48,0,"New course in the subject of African and African American Studies."
14800,AAS,4070,001,Lecture,"3","","","","Directed Reading and Research","",Open,2,10,0,"Students in the Distinguished Majors Program should enroll in this course for their first semester of  thesis research."
20897,AAS,4500,001,Seminar,"3","","","","Advanced Seminar in African-American and African Studies","Race, Space, Culture",Open,1,6,0,"Reading, class discussion, and research on a special topic in African-American and African Studies culminatiing in the composition of a research paper. Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
