ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
13042,AAS,1010,100,Lecture,"4","Kwame Otu","TBA","TBA","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,196,200,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13045,AAS,1010,101,Discussion,"0","Jean Herald Legagneur, Kwame Otu","Tu 6:00pm - 6:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,24,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13046,AAS,1010,102,Discussion,"0","Jason Evans, Kwame Otu","We 5:00pm - 5:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,23,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13043,AAS,1010,103,Discussion,"0","Jacqueline Sahagian, Kwame Otu","Tu 7:00pm - 7:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,25,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13044,AAS,1010,104,Discussion,"0","Jacqueline Sahagian, Kwame Otu","Tu 8:00pm - 8:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,22,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13047,AAS,1010,105,Discussion,"0","Kwame Otu, Ryan Russell","We 6:00pm - 6:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,22,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13048,AAS,1010,106,Discussion,"0","Kwame Otu, Ryan Russell","We 7:00pm - 7:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,23,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
16110,AAS,1010,107,Discussion,"0","Staff","Tu 6:00pm - 6:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,4,0,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
16111,AAS,1010,108,Discussion,"0","Jean Herald Legagneur, Kwame Otu","Tu 5:00pm - 5:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,25,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
16112,AAS,1010,109,Discussion,"0","Jason Evans, Kwame Otu","We 4:00pm - 4:50pm","Web-Based Course","08/25/2020 - 11/24/2020","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,26,25,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
