ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10453,AAS,1010,100,Lecture,"4","Roquinaldo Ferreira","TuTh 12:30PM - 1:45PM","Wilson Hall 301","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,122,120,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10459,AAS,1010,101,Discussion,"4","Mary Hicks","Tu 4:00PM - 4:50PM","New Cabell Hall 134","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10461,AAS,1010,102,Discussion,"4","Alec Hickmott","We 5:00PM - 5:50PM","New Cabell Hall B029","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,18,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10455,AAS,1010,103,Discussion,"4","Mary Hicks","We 1:00PM - 1:50PM","New Cabell Hall 139","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,19,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10457,AAS,1010,104,Discussion,"4","Mary Hicks","We 2:00PM - 2:50PM","New Cabell Hall 335","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10463,AAS,1010,105,Discussion,"4","Alec Hickmott","Th 10:00AM - 10:50AM","New Cabell Hall 139","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,22,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10465,AAS,1010,106,Discussion,"4","Alec Hickmott","Th 11:00AM - 11:50AM","New Cabell Hall B021","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
15973,AAS,3157,001,Seminar,"3","Yarimar Bonilla","We 3:30PM - 6:00PM","Monroe Hall 124","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Caribbean Perspectives","",Open,5,6,0,"Breaking with popular constructions of the region as a timeless tropical paradise, this course will re-define the Caribbean as the birthplace of modern forms of capitalism, globalization, and trans-nationalism. We will survey the founding moments of Caribbean history, including the imposition of slavery, the rise of plantation economies, and the development of global networks of goods and peoples."
15977,AAS,3200,001,Seminar,"3","Mark Hadley","MoWeFr 2:00PM - 2:50PM","Wilson Hall 215","08/24/2010 - 12/07/2010","","","","","","","","","","","","","Martin, Malcolm and America","",Closed,15,10,0,"An intensive examination of African-American social criticism centered upon, but not limited to, the life and thought of Martin Luther King, Jr. and Malcolm X.  We will come to grips with the American legacy of racial hatred and oppression systematized in the institutions of antebellum chattel slavery and post-bellum racial segregation and analyze the array of critical responses to, and social struggles against, this legacy."
26081,AAS,3456,001,Seminar,"3","Joseph Hylton","TuTh 2:00PM - 3:15PM","New Cabell Hall 319","08/24/2010 - 12/07/2010","","","","","","","","","","","","","The Supreme Court and the Civil Rights Movement","",Closed,22,20,0,"This course explores the role of the United States Supreme Court in defining the legality of racial distinctions in the United States in the post-Civil War era.  Special attention is paid to the role of the courtÂ¿s landmark 1954 decision, Brown v. Board of Education.  The class will be taught in a discussion format based upon assigned readings."
