ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10001,AAS,1010,100,Lecture,"4","Kwame Edwin Otu","TuTh 12:30PM - 1:45PM","Wilson Hall 301","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,200,200,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10004,AAS,1010,101,Discussion,"0","Gillet Rosenblith","Tu 6:00PM - 6:50PM","New Cabell Hall 207","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,22,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10005,AAS,1010,102,Discussion,"0","Diane-Jo Bart-Plange","We 5:00PM - 5:50PM","New Cabell Hall 027","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,23,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10002,AAS,1010,103,Discussion,"0","Christopher Mathis","Tu 7:00PM - 7:50PM","New Cabell Hall 115","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,19,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10003,AAS,1010,104,Discussion,"0","Christopher Mathis","Tu 8:00PM - 8:50PM","New Cabell Hall 044","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,19,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10006,AAS,1010,105,Discussion,"0","Diane-Jo Bart-Plange","We 6:00PM - 6:50PM","New Cabell Hall 115","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10007,AAS,1010,106,Discussion,"0","Diane-Jo Bart-Plange","We 7:00PM - 7:50PM","New Cabell Hall 115","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
21505,AAS,1010,107,Discussion,"0","Gillet Rosenblith","Tu 4:00PM - 4:50PM","New Cabell Hall 368","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
21506,AAS,1010,108,Discussion,"0","Christopher Mathis","Tu 5:00PM - 5:50PM","New Cabell Hall 191","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
21507,AAS,1010,109,Discussion,"0","Gillet Rosenblith","We 4:00PM - 4:50PM","Nau Hall 142","08/28/2018 - 12/07/2018","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,18,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
