ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10101,AAS,2224,001,SEM,"3","Lisa Shutt","MoTuWeThFr 10:00am - 3:00pm","New Cabell Hall 332","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,11,15,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
10142,ARTS,2000,001,STO,"3","Amy Chan","MoTuWeThFr 10:00am - 3:00pm","Ruffin Hall 203","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Introduction to Studio Art","",Open,12,20,0,"An introductory course, divided into three segments, which serves as a prerequisite to all studio courses. In Drawing students will learn observational drawing and how visual thinking connects with the hand. The Conceptual segment will exercise creative problem-solving skills and teach students to engage in critical discourse. The Digital segment teaches basic technical skills and digital tools including still and moving image and sound."
10143,ARTS,2560,001,STO,"3","Akemi Ohira","MoTuWeThFr 10:00am - 3:00pm","Ruffin Hall 220","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Special Topics in Printmaking: Works On/Of Paper","Works On Paper",Closed,12,20,0,"This studio class explores works on paper, including monotype, monoprint, mixed media and paper construction. There's no prerequisite for this class."
10176,CHEM,3951,001,IND,"1 - 3","Laura Serbulea","TBA","TBA","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Undergraduate Research I","",Open,1,10,0,"Introduces the methods of research that include use of the research literature and instruction in basic experimental and theoretical procedures and techniques. Students can conduct their research within the Dept of Chemistry or in a related science with approval. Under the supervision of faculty but may work closely with a Post-Doc or graduate student."
10187,CHIN,4993,001,IND,"1 - 3","Charles Laughlin","TBA","TBA","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Independent Study in Chinese","",Closed,1,1,0,"Independent Study in Chinese."
10182,COMM,4579,502,Lecture,"3","Robert Webb","Mo 4:00am - 6:30am","International Study Program","01/01/2023 - 01/14/2023","","","","","","","","","","","","","Global Commerce Immersion: Topics in Finance","AsnFinCap-Singapore/KualaLumpur",Open,24,30,0,"Global Commerce courses that count in the Finance concentration."
10122,DS,4002,001,Lecture,"3","Brian Wright","MoTuWeThFr 10:00am - 2:00pm","Web-Based Course","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Data Science Project Course","",Open,20,25,0,"The data science project course will allow students to take the knowledge gained in each of the four required courses and apply them to a data driven problem. Students will work in groups and can either choose a project provided by SDS faculty or can propose a project for approval. Upon completion of the course students will be required to present their results and publish project content to an open forum."
10111,EDIS,9991,001,IND,"1 - 12","April Salerno","TBA","TBA","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Ed.D. Research","",Open,0,10,0,"Ed.D. Research conducted under the guidance of dissertation/capstone committee. 12 hours required for graduation. Permission of Instructor required."
10163,ENCW,4830,001,WKS,"3","Lisa Spaar","MoTuWeThFr 10:00am - 3:00pm","New Cabell Hall 211","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Advanced Poetry Writing I","",Closed,15,12,0,"For advanced students with prior experience in writing poetry. Student work is discussed in class and in individual conferences. Reading in contemporary poetry is also assigned. May be repeated with different instructor. For instructions on how to apply to this class, see creativewriting.virginia.edu/ugrad."
10087,ENGL,1910,001,Lecture,"3","Margaret Gardiner","MoTuWeThFr 8:00am - 2:00pm","New Cabell Hall 383","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Public Speaking","",Closed,14,18,0,"The development of skills in the preparation, delivery, and criticism of speeches, with emphasis on the function of audience analysis, evidence, organization, language, and style. For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10175,ENWR,2377,001,SEM,"3","Stephen Parks, Srda Popovic","MoTuWeThFr 10:00am - 4:30pm","New Cabell Hall 415","01/02/2023 - 01/13/2023","","","","","","","","","","","","","Rebuilding (and Expanding) Democracy: A Workshop With Global Advocates","",Open,4,14,0,"This course will enable students to gain fluency in linking their academic writing to public debates. In particular, the course will investigate the status of democracy as both a concept and set of participatory practices, asking students to consider how their education might support a robust democratic sphere. Students will engage with global democratic advocates (via Zoom) as well as a democratic organizing skills workshop."
