ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10073,AMST,2500,001,Lecture,"3","Staff","MoTuWeThFr 9:00AM - 11:30AM","Gibson 242","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:00PM - 3:00PM","Gibson 242","01/02/2013 - 01/11/2013","Matthew Hedstrom","Sa 9:00AM - 3:00PM","Gibson 242","01/02/2013 - 01/11/2013","","","","","Major Works for American Studies","Apocalypse in America",Open,15,20,0,"Topics vary according to instructor. The goal of the course is to introduce students to interdisciplinary work in American Studies by juxtaposing works across disciplinary boundaries and from different methodological perspectives."
10074,ANTH,2500,001,Lecture,"3","Staff","MoTuWeThFr 10:00AM - 12:00PM","Dell 1  104","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Dell 1  104","01/02/2013 - 01/11/2013","Caren Freeman","Sa 10:00AM - 4:00PM","Dell 1  104","01/02/2013 - 01/11/2013","","","","","Cultures, Regions, and Civilizations","Modern Korea",Open,9,25,0,"Intensive studies of particular world regions, societies, cultures, and civilizations."
10075,ANTH,2890,001,Lecture,"3","Rachel Most","MoTuWeThFr 10:00AM - 12:00PM","Monroe Hall 110","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:00PM - 3:00PM","Monroe Hall 110","01/02/2013 - 01/11/2013","Staff","Sa 10:00AM - 3:00PM","Monroe Hall 110","01/02/2013 - 01/11/2013","","","","","Unearthing the Past","",Open,22,30,0,"An introduction to prehistory covering 4 million years of human physical evolution and 2.5 million years of human cultural evolution. Provides students with an understanding of how archaeologists reconstruct the rise and fall of ancient civilizations. Covers some major developments in prehistory such as origins of modern humans, the rise of the first complex societies & agriculture, and the emergence of ancient civilizations in North America."
10112,ARTH,3559,001,Lecture,"3","Francesca Fiorani","MoTuWeThFr 10:00AM - 12:00PM","Fayerweather Hall 206","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Fayerweather Hall 206","01/02/2013 - 01/11/2013","Staff","Sa 10:00AM - 4:00PM","Fayerweather Hall 206","01/02/2013 - 01/11/2013","","","","","New Course in History of Art","Mapping the Globe",Open,7,24,0,"This course provides the opportunity to offer new topics in the subject History in Art."
10076,ARTS,1610,001,Studio,"3","Akemi Rollando","MoTuWeThFr 10:00AM - 12:00PM","Ruffin Hall 203","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Ruffin Hall 203","01/02/2013 - 01/11/2013","Staff","Sa 10:00AM - 4:00PM","Ruffin Hall 203","01/02/2013 - 01/11/2013","","","","","Introduction to Drawing I","",Closed,18,20,2,"Drawing provides students with a foundation of skills, judgment and observational abilities that are essential to artistic expression. Either ARTS 1610 or ARTS 1020 is required for every Studio Art major.  This course leads to work in more advanced drawing, as well as work in other media."
10113,ARTS,2580,001,Workshop,"3","William Bennett","MoTuWeThFr 10:00AM - 12:00PM","Ruffin Hall 120","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Ruffin Hall 120","01/02/2013 - 01/11/2013","Staff","Sa 10:00AM - 4:00PM","Ruffin Hall 120","01/02/2013 - 01/11/2013","","","","","Special Topics in Sculpture","The Human Figure",Open,10,30,0,"An introduction to the specialized materials, methods, processes, and cultural issues as they relate to the history and practice of Sculpture"
10077,ARTS,2620,001,Studio,"3","Staff","MoTuWeThFr 10:00AM - 12:00PM","Ruffin Hall 220","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Ruffin Hall 220","01/02/2013 - 01/11/2013","Dean Dass","Sa 10:00AM - 4:00PM","Ruffin Hall 220","01/02/2013 - 01/11/2013","","","","","Introduction to Drawing II","",Open,11,20,0,"Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610."
10078,COMM,3845,001,Lecture,"3","Staff","MoTuWeThFr 10:00AM - 12:00PM","Rouss Hall 403","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Rouss Hall 403","01/02/2013 - 01/11/2013","William Wilkerson","Sa 10:00AM - 4:00PM","Rouss Hall 403","01/02/2013 - 01/11/2013","","","","","Foundations of International Business","",Open,24,25,0,"An introduction to the field of international business through an examination of the practice and theory of international business, focusing on managerial, operational, strategic, ethical, and environmental factors. The student develops an understanding of global trade theory and the various forms of global and regional economic integration; examines the major functions of managing an international business; becomes familiar with the instruments, procedures, and processes of international business; ascertains the modes of international market entry and foreign direct investment; generates an appreciation of the importance of culture on international business; and evaluates ethical issues in international business.  Prerequisite: Non-Commerce students. Note: See course descriptions for other international courses available for a concentration in international business. These courses include: COMM 4310 and COMM 4650."
10079,DRAM,3320,001,Seminar,"3","Staff","MoTuWeThFr 10:00AM - 12:00PM","Drama Education Bldg 206","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Drama Education Bldg 206","01/02/2013 - 01/11/2013","Gweneth West","Sa 10:00AM - 4:00PM","Drama Education Bldg 206","01/02/2013 - 01/11/2013","","","","","The Fine Art of Dress 1: Conformity & Individuality","",Open,7,15,0,"Expores the cultural influences on fashion choices and expression of identity you create for  the 21st century.  Examination of your own wardrobe and study of the History of Dress serves as grounding for research into selected garments from The Collection of Historic Dress, c. 1795-1965. Working with extant garments  provides insight into these  periods of American history, the cultural influences, and  the people who inhabited these clothes."
10080,EDHS,3500,001,Lecture,"3","Lynne Crotts, Susanna Williams","MoTuWeThFr 10:00AM - 12:00PM","Clark Hall 102","01/02/2013 - 01/11/2013","Staff","MoTuWeThFr 1:30PM - 4:00PM","Clark Hall 102","01/02/2013 - 01/11/2013","Staff","Sa 10:00AM - 4:00PM","Clark Hall 102","01/02/2013 - 01/11/2013","","","","","Special Topics In Human Services","Mindfulness as a Tool",Open,11,20,0,"Topical offerings in the subject of human services."
