ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10362,AAS,2224,001,SEM,"3","Lisa Shutt","MoTuWeThFr 10:30am - 12:45pm","Minor Hall 130","07/17/2023 - 08/10/2023","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,7,15,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
12343,AAS,4005,001,SEM,"3","Scot French, Lenora McQueen","MoTuWeThFr 10:00am - 3:00pm","Contact Department","05/22/2023 - 06/16/2023","","","","","","","","","","","","","Morven's Enslaved and Descendant Communities","",Open,5,30,0,"This course invites students to explore the complex, multilayered history and evolving interpretation of UVA's Morven Farm, with a focus on the site's 19th century enslaved and descendant communities. The course combines lectures, research, and seminar-style discussions with field trips to area archives and historic sites. Does not count toward 4000-level seminar requirement."
12697,AAS,4993,001,IND,"1 - 12","Lisa Shutt","MoTuWeThFr 5:00pm - 5:50pm","Contact Department","07/17/2023 - 08/10/2023","","","","","","","","","","","","","Independent Study","",Closed,1,1,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
11978,ACCT,3010,701,Lecture,"3","Dana Lee, -","Tu 6:30pm - 9:30pm","Web-Based Course","05/23/2023 - 08/08/2023","","","","","","","","","","","","","Introductory Accounting I","",Open,17,26,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
11980,ACCT,3020,701,Lecture,"3","Rich Lahijani, -","Th 6:30pm - 9:30pm","Web-Based Course","05/25/2023 - 08/10/2023","","","","","","","","","","","","","Introductory Accounting II","",Open,11,26,0,"Continuation of ACCT 3010. Explores additional financial accounting topics with focus on managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized. Prerequisite: ACCT 3010 or ACCT 2010"
11983,ACCT,3120,701,Lecture,"3","Dana Lee, -","Mo 6:30pm - 9:30pm","Web-Based Course","05/22/2023 - 08/07/2023","","","","","","","","","","","","","Intermediate Accounting II","",Open,1,26,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes. Prerequisite: ACCT 3110."
11986,ACCT,3140,701,Lecture,"3","Derek Henrichs, -","Mo 6:30pm - 9:30pm","Web-Based Course","05/22/2023 - 08/07/2023","","","","","","","","","","","","","Cost Accounting","",Open,1,26,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance. Prerequisite: ACCT 2020."
11982,ACCT,5110,701,Lecture,"3","Leon Hutton, -","We 6:30pm - 9:30pm","Web-Based Course","05/24/2023 - 08/09/2023","","","","","","","","","","","","","Intermediate Accounting I","",Open,13,26,0,"Provides an intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and underlying processes behind principles. Prerequisite: ACCT 3020 or ACCT 2020."
11984,ACCT,5120,701,Lecture,"3","Dana Lee, -","Mo 6:30pm - 9:30pm","Web-Based Course","05/22/2023 - 08/07/2023","","","","","","","","","","","","","Intermediate Accounting II","",Open,14,26,0,"Continuation of ACCT 5110. Provides an in-depth study of accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes. Prerequisite: ACCT 5110 or ACCT 3110."
11987,ACCT,5140,701,Lecture,"3","Derek Henrichs, -","Mo 6:30pm - 9:30pm","Web-Based Course","05/22/2023 - 08/07/2023","","","","","","","","","","","","","Cost Accounting","",Open,10,26,0,"Addresses analysis of cost behavior and volume profit relationships, responsibility accounting and reporting flexible budgets, and the use of standard costs to guide and control performance. Prerequisite: ACCT 3020 or ACCT 2020."
11988,ACCT,5210,701,Lecture,"3","Richard Evans, -","Th 6:30pm - 9:30pm","Web-Based Course","05/25/2023 - 08/10/2023","","","","","","","","","","","","","Introductory Auditing","",Closed,27,26,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports. Prerequisite: ACCT 5120 or ACCT 3120"
11990,ACCT,5450,701,Lecture,"3","Harvey Hutchinson, -","We 6:30pm - 9:30pm","Web-Based Course","05/24/2023 - 08/09/2023","","","","","","","","","","","","","Federal Taxation I","",Open,10,26,0,"Analyzes the federal income tax law and its application to individuals. Creates a study of problems covering personal and business tax situations. Assigns several cases for which the student prepares illustrative tax returns. Prerequisite: ACCT 3020 or ACCT 2020 or Instructor Permission"
11991,ACCT,5460,701,Lecture,"3","Rich Lahijani, -","Tu 6:30pm - 9:30pm","Web-Based Course","05/23/2023 - 08/08/2023","","","","","","","","","","","","","Federal Taxation II","",Open,9,26,0,"Analyzes the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions. Prerequisite: ACCT 5120."
11992,ACCT,5480,701,Lecture,"3","Michael Hood, -","Tu 6:30pm - 9:30pm","Web-Based Course","05/23/2023 - 08/08/2023","","","","","","","","","","","","","Corporate Governance and Ethics","",Open,10,26,0,"Provides in-depth understanding of corporate governance and ethics related to the public accounting profession. Explores different ethical decision-making models and apply formal corporate governance frameworks to resolve ethical conflicts as faced by accountants. Examines the challenges to ethical decision-making faced by internal accountants & auditors and learn to evaluate & resolve ethical conflict."
11993,ACCT,5490,701,Lecture,"3","Gary Brooks, -, -","We 6:30pm - 9:30pm","Web-Based Course","05/24/2023 - 08/09/2023","","","","","","","","","","","","","Cybersecurity for Accounting","",Open,8,26,0,"Provides essential knowledge needed to make sound strategic decisions related to investments in cybersecurity. Explores methods used to raise general security awareness, review current industry practices, and develop knowledge needed to adapt policies to protect and safeguard proprietary information."
11994,ACCT,5710,701,Lecture,"3","NICHOLAS GRANADO, -","We 6:30pm - 9:30pm","Web-Based Course","05/24/2023 - 08/09/2023","","","","","","","","","","","","","Business Law","",Open,12,26,0,"Covers key areas of law that affect businesses. Topics that are covered include but are not limited to an introduction to the American legal system, Constitutional law, torts, contracts, sales, commercial paper, agency law, employment law, partnerships, corporations, hybrid entities, regulation of business, property law, and bankruptcy law."
10656,ALAR,5010,001,Lecture,"1","Bradley Cantrell, Lauren McQuistion, Jeana Ripple, William Shivers, Katie Stranix, Jess Vanecek","MoTuWeThFr 8:30am - 6:00pm","Campbell Hall 158","07/14/2023 - 08/10/2023","","","","","","","","","","","","","Introduction to Design","",Open,39,50,0,"Introduction to design concepts from the scale of the city to the body, developing an understanding of design process and compositional strategies in architecture and landscape architecture. Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
10654,ALAR,5020,001,Lecture,"1","Bradley Cantrell, Lauren McQuistion, Jeana Ripple, William Shivers, Katie Stranix, Jess Vanecek","MoTuWeThFr 8:30am - 6:00pm","Campbell Hall 401","07/14/2023 - 08/10/2023","","","","","","","","","","","","","Introduction to Design Visualization","",Open,39,50,0,"Introduction to both digital and manual representational techniques, developing the precision and facility necessary for visual communication. Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
10655,ALAR,5030,001,Lecture,"1","Bradley Cantrell, Lauren McQuistion, Jeana Ripple, William Shivers, Katie Stranix, Jess Vanecek","MoTuWeThFr 8:30am - 6:00pm","Campbell Hall 160","07/14/2023 - 08/10/2023","","","","","","","","","","","","","Introduction to Design Theory and Analysis","",Open,39,50,0,"Introduction to the analysis of the physical environment at the intersection of historical understanding and contemporary imagination. Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
12131,AMST,2001,001,Lecture,"3","Matthew Hedstrom","MoTuWeThFr 3:30pm - 5:15pm","-","05/22/2023 - 06/16/2023","","","","","","","","","","","","","Introduction to American Studies","",Closed,23,30,0,"This course introduces students to American Studies, the interdisciplinary study of US culture. Students will be exposed to the three main categories of American Studies methods, historical analysis, close analysis, and fieldwork and to a broad variety of cultural forms, including films, photographs, music, sermons, journalism, fiction, speeches, court decisions, government documents, and web-based materials including social media sites."
12580,AMST,4993,001,IND,"1 - 3","Penny Von Eschen","TBA","TBA","07/17/2023 - 08/10/2023","","","","","","","","","","","","","Independent Study","",Closed,1,1,0,"An elective course for American Studies majors who have completed AMST 3001-3002. Students will work with an American Studies faculty member to support the student's own research. Topics vary, and must be approved by the Program Director. Prerequisite: AMST 3001, 3002, Instructor Consent."
