ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
12524,AAS,2559,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Monroe Hall 110","07/09/2012 - 08/03/2012","","","","","","","","","","","","","New Course in African and African American Studies","Black Feminity & Masculinitiy",Closed,20,18,0,"New course in the subject of African and African American Studies"
12546,AAS,2559,003,Seminar,"3","Rebecca Keegan","MoTuWeThFr 10:30AM - 12:45PM","Clark Hall 102","07/09/2012 - 08/03/2012","","","","","","","","","","","","","New Course in African and African American Studies","Watching Blackness",Open,19,20,0,"New course in the subject of African and African American Studies"
12344,AAS,3559,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Brooks Hall 103","06/11/2012 - 07/07/2012","Staff","Sa 1:00PM - 3:15PM","Brooks Hall 103","07/07/2012 - 07/07/2012","","","","","","","","","New Course in African and African American Studies","Food&Meaning inAfrica&Diaspora",Open,10,18,0,"New course in the subject of African and African American Studies."
10978,AAS,4993,1,Independent Study,"3","Maurice Apprey","TBA","TBA","06/11/2012 - 08/04/2012","","","","","","","","","","","","","Independent Study","",Open,1,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12763,AAS,4993,002,Independent Study,"3","Lisa Shutt","TBA","TBA","06/11/2012 - 07/07/2012","","","","","","","","","","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12245,ACCT,2010,701,Lecture,"3","Gary Brooks","Mo 6:30PM - 10:00PM","Northern Virginia Center","06/04/2012 - 08/20/2012","","","","","","","","","","","","","Introductory Accounting","",Open,6,24,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
12246,ACCT,2020,701,Lecture,"3","Noel Montesa","Mo 6:30PM - 10:00PM","Northern Virginia Center","06/04/2012 - 08/20/2012","","","","","","","","","","","","","Introductory Accounting II","",Open,13,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
12247,ACCT,3110,701,Lecture,"3","Leon Hutton","Th 6:30PM - 10:00PM","Northern Virginia Center","05/31/2012 - 08/16/2012","","","","","","","","","","","","","Intermediate Accounting I","",Closed,13,13,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
12249,ACCT,4450,701,Lecture,"3","Gary Dittmer","Tu 1:25AM - 1:25AM","Web-Based Course-no class mtgs","05/29/2012 - 08/18/2012","","","","","","","","","","","","","Federal Taxation I","",Closed,19,19,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
12312,ACCT,5210,701,Lecture,"3","Karen Young","MoTh 6:30PM - 10:00PM","Northern Virginia Center","05/21/2012 - 07/02/2012","","","","","","","","","","","","","Introductory Auditing","",Closed,9,9,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
12250,ACCT,5460,701,Lecture,"3","Thomas Hughes","WeFr 6:30PM - 10:00PM","Northern Virginia Center","05/23/2012 - 06/29/2012","","","","","","","","","","","","","Federal Taxation II","",Closed,0,0,0,"Analyzes of the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
10002,ALAR,5010,001,Lecture,"1","Jana Vandergoot, Matthew Jull","MoTuWeThFr 9:00AM - 5:00PM","Campbell Hall 305","07/09/2012 - 08/03/2012","","","","","","","","","","","","","Introduction to Design","",Open,18,30,0,"The Summer Design Institute prepares graduate students admitted to the Master of Architecture and Master of Landscape Architecture Programs for rigorous professional study in these design disciplines.  Three courses comprise the full time course of study over a two month period during the University of Virginia's Summer Session.  Introduction to design concepts from the scale of the city to the body, developing an understanding of design process and compositional strategies in architecture and landscape architecture.  Prerequisite: Admission to the Master of Architecture or Master of Landscape Architecture Program - required for entry into the three year course of professional study unless waived by the Department Chair."
