ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10327,AAS,1010,100,Lecture,"4","Latasha Levy","TuTh 12:30PM - 1:45PM","Wilson Hall 301","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,121,120,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10330,AAS,1010,101,Discussion,"4","Danielle Wingfield","Th 6:00PM - 6:50PM","New Cabell Hall 056","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10331,AAS,1010,102,Discussion,"4","Noel Stringham","We 5:00PM - 5:50PM","New Cabell Hall 209","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10328,AAS,1010,103,Discussion,"4","Danielle Wingfield","Th 7:00PM - 7:50PM","New Cabell Hall 056","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10329,AAS,1010,104,Discussion,"4","Danielle Wingfield","Th 8:00PM - 8:50PM","New Cabell Hall 027","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10332,AAS,1010,105,Discussion,"4","Noel Stringham","We 6:00PM - 6:50PM","New Cabell Hall 209","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10333,AAS,1010,106,Discussion,"4","Noel Stringham","We 7:00PM - 7:50PM","New Cabell Hall 209","08/25/2015 - 12/08/2015","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,20,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
19325,AAS,2559,001,Seminar,"3","Njelle Hamilton","Tu 5:00PM - 7:30PM","New Cabell Hall 209","08/25/2015 - 12/08/2015","","","","","","","","","","","","","New Course in African and African American Studies","Routes, Writing, Reggae",Open,15,18,0,"New course in the subject of African and African American Studies"
19326,AAS,2559,002,Seminar,"3","Maurice Wallace","TuTh 2:00PM - 3:15PM","Physics Bldg 204","08/25/2015 - 12/08/2015","","","","","","","","","","","","","New Course in African and African American Studies","The Films of Spike Lee",Closed,74,75,0,"New course in the subject of African and African American Studies"
20173,AAS,2559,300,Seminar,"3","Jalane Schmidt","TuTh 9:30AM - 10:45AM","New Cabell Hall 368","08/25/2015 - 12/08/2015","","","","","","","","","","","","","New Course in African and African American Studies","Afro-Creole Religions",Open,8,10,0,"New course in the subject of African and African American Studies"
