ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10301,AAS,1010,100,Lecture,"4","James La Fleur","TuTh 12:30PM - 1:45PM","Wilson Hall 301","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,122,120,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10304,AAS,1010,101,Discussion,"4","Lindsey Jones","Th 6:00PM - 6:50PM","New Cabell Hall 389","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10305,AAS,1010,102,Discussion,"4","Alec Hickmott","We 5:00PM - 5:50PM","New Cabell Hall 209","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10302,AAS,1010,103,Discussion,"4","Lindsey Jones","Th 7:00PM - 7:50PM","New Cabell Hall 389","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10303,AAS,1010,104,Discussion,"4","Lindsey Jones","Th 8:00PM - 8:50PM","New Cabell Hall 283","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,17,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10306,AAS,1010,105,Discussion,"4","Alec Hickmott","We 6:00PM - 6:50PM","New Cabell Hall 209","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10307,AAS,1010,106,Discussion,"4","Alec Hickmott","We 7:00PM - 7:50PM","New Cabell Hall 209","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Closed,21,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
15728,AAS,3200,001,Seminar,"3","Mark Hadley","TuTh 9:30AM - 10:45AM","New Cabell Hall 287","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Martin, Malcolm and America","",Closed,14,12,0,"An intensive examination of African-American social criticism centered upon, but not limited to, the life and thought of Martin Luther King, Jr. and Malcolm X.  We will come to grips with the American legacy of racial hatred and oppression systematized in the institutions of antebellum chattel slavery and post-bellum racial segregation and analyze the array of critical responses to, and social struggles against, this legacy."
14044,AAS,3500,001,Seminar,"3","Sabrina Pendergrass","TuTh 11:00AM - 12:15PM","Fayerweather Hall 206","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","SS PerspAf-Amer&AfricanStudies",Closed,20,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
20638,AAS,3500,002,Seminar,"3","Lisa Shutt","Tu 3:30PM - 6:00PM","New Cabell Hall 038","08/26/2014 - 12/05/2014","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","African Worlds in Biography",Closed,15,15,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
