ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10350,AAS,2224,001,SEM,"3","Lisa Shutt","MoTuWeThFr 10:30am - 12:45pm","New Cabell Hall 111","07/18/2022 - 08/11/2022","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,11,12,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
10802,AAS,2500,002,SEM,"3","Joao Batista Nascimento Gregoire","MoTuWeThFr 10:30am - 12:45pm","New Cabell Hall 315","05/23/2022 - 06/18/2022","","","","","","","","","","","","","Topics Course in Africana Studies","Black Brazil",Open,0,18,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor."
11386,AAS,4559,001,SEM,"3","Scot French","MoTuWeThFr 10:30am - 12:45pm","Contact Department","05/23/2022 - 06/17/2022","","","","","","","","","","","","","New Course in African and African American Studies","Morven's Enslaved Communities",Open,6,15,0,"New course in the subject of African and African American Studies."
11284,ACCT,2020,701,Lecture,"3","Megan Burke, -, -","Th 6:30pm - 9:30pm","Web-Based Course","05/26/2022 - 08/11/2022","","","","","","","","","","","","","Introductory Accounting II","",Open,1,26,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized. Prerequisite: ACCT 2010."
11283,ACCT,3010,701,Lecture,"3","Lester Reid","Tu 6:30pm - 9:30pm","Web-Based Course","05/24/2022 - 08/09/2022","","","","","","","","","","","","","Introductory Accounting I","",Open,17,26,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
11285,ACCT,3020,701,Lecture,"3","Megan Burke, -, -","Th 6:30pm - 9:30pm","Web-Based Course","05/26/2022 - 08/11/2022","","","","","","","","","","","","","Introductory Accounting II","",Open,13,26,0,"Continuation of ACCT 3010. Explores additional financial accounting topics with focus on managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized. Prerequisite: ACCT 3010 or ACCT 2010"
11286,ACCT,3110,701,Lecture,"3","Leon Hutton, -, -","We 6:30pm - 9:30pm","Web-Based Course","05/25/2022 - 08/10/2022","","","","","","","","","","","","","Intermediate Accounting I","",Open,1,26,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve. Prerequisite: ACCT 2020."
11288,ACCT,3120,701,Lecture,"3","Charlie Yuan","Th 6:30pm - 9:30pm","Web-Based Course","05/26/2022 - 08/11/2022","","","","","","","","","","","","","Intermediate Accounting II","",Open,2,26,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes. Prerequisite: ACCT 3110."
10799,ACCT,3140,701,Lecture,"3","Wendy Achilles, -, -, -","We 6:30pm - 9:30pm","Web-Based Course","05/25/2022 - 08/10/2022","","","","","","","","","","","","","Cost Accounting","",Open,3,26,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance. Prerequisite: ACCT 2020."
10553,ACCT,4450,701,Lecture,"3","Harvey Hutchinson, -, -","We 6:30pm - 9:30pm","Web-Based Course","05/25/2022 - 08/10/2022","","","","","","","","","","","","","Federal Taxation I","",Open,0,26,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns. Prerequisite: ACCT 2020 or instructor permission."
