ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10002,AAS,1010,100,Lecture,"4","To be Announced","TuTh 12:30pm - 1:45pm","Minor Hall 125","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,180,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
13840,AAS,1010,101,Discussion,"0","To be Announced","We 3:00pm - 3:50pm","New Cabell Hall 207","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10005,AAS,1010,102,Discussion,"0","To be Announced","We 5:00pm - 5:50pm","Wilson Hall 214","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10003,AAS,1010,103,Discussion,"0","To be Announced","Tu 7:00pm - 7:50pm","New Cabell Hall 411","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10004,AAS,1010,104,Discussion,"0","To be Announced","Tu 8:00pm - 8:50pm","New Cabell Hall 411","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10006,AAS,1010,105,Discussion,"0","To be Announced","We 6:00pm - 6:50pm","New Cabell Hall 287","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
10007,AAS,1010,106,Discussion,"0","To be Announced","We 7:00pm - 7:50pm","New Cabell Hall 283","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
12049,AAS,1010,107,Discussion,"0","To be Announced","Tu 6:00pm - 6:50pm","New Cabell Hall 115","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
12050,AAS,1010,108,Discussion,"0","To be Announced","Tu 5:00pm - 5:50pm","New Cabell Hall 268","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
12051,AAS,1010,109,Discussion,"0","To be Announced","We 4:00pm - 4:50pm","New Cabell Hall 211","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Introduction to African-American and African Studies I","",Open,0,20,0,"This introductory course surveys the histories of people of African descent in Africa, the Americas, and the Caribbean from approximately the Middle Ages to the 1880s. Emphases include the Atlantic slave trade and its complex relationship to Africa; the economic systems, cultures, and communities of Africans and African-Americans in the New World, in slavery and in freedom; the rise of anti-slavery movements; and the socio-economic systems that replaced slavery in the late 19th century."
11659,AAS,2224,001,SEM,"3","Lisa Shutt","Tu 2:00pm - 4:30pm","New Cabell Hall 111","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,0,18,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
13827,AAS,2224,002,SEM,"3","Lisa Shutt","We 2:00pm - 4:30pm","New Cabell Hall 291","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,0,18,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
13830,AAS,2500,001,SEM,"3","Sabrina Pendergrass","TuTh 11:00am - 12:15pm","Gibson Hall 241","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Topics Course in Africana Studies","The Souls of Black Folk",Open,0,15,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor."
13833,AAS,2500,002,SEM,"3","Anne Rotich","MoWeFr 1:00pm - 1:50pm","Wilson Hall 238","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Topics Course in Africana Studies","Introduction to African Languages and Literatures",Open,0,20,0,"Lower-level topics course: reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor."
12917,AAS,3500,001,SEM,"3","Liana Richardson","TuTh 9:30am - 10:45am","New Cabell Hall 407","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Race, Ethnicity, and Health in the US",Open,0,18,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others."
19705,AAS,3500,003,SEM,"3","Amber M. Henry","Tu 6:00pm - 8:30pm","New Cabell Hall 309","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Black and Indigenous Power in the Americas",Closed,0,0,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others."
19706,AAS,3500,004,SEM,"3","Anna Duensing","We 6:00pm - 8:30pm","New Cabell Hall 132","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Race & America's 'Good War' - WWII",Open,0,22,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others."
19709,AAS,3500,005,SEM,"3","Liana Richardson","TuTh 12:30pm - 1:45pm","Wilson Hall 238","08/22/2023 - 12/05/2023","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","The Health of Black Women & Children",Closed,0,0,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor. Primarily for fourth-year students but open to others."
