Term Desc,Subject,Catalog Number,Class Title,Primary Instructor Name,Class Section,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2011 Summer,AAS,3457,Issues in Civil Rights Law,"Lovelace Jr.,Herbert Timothy",001,3.18,13,0,4,4,0,1,1,0,0,1,2
2011 Summer,AAS,3500,Intermediate Seminar in AAS,"Fenderson,Jonathan",001,-,-,0,6,0,0,0,0,0,0,0,0
2011 Summer,AAS,4993,Independent Study,"Apprey,Maurice",1,-,-,0,1,0,0,0,0,0,0,0,0
2011 Summer,ACCT,2020,Introductory Accounting II,"Montesa,Noel Evangelista",701,-,-,6,0,2,0,0,0,0,0,0,0
2011 Summer,ACCT,3140,Cost Accounting,"Cardine,William",701,-,-,0,2,0,0,0,0,0,1,0,2
2011 Summer,ACCT,5210,Introductory Auditing,"Traylor,Ralph Wilson",501,-,-,0,2,2,0,2,0,1,0,0,0
2011 Summer,ACCT,5210,Introductory Auditing,"Young,Karen",701,3.60,14,0,5,4,3,1,1,0,0,0,0
2011 Summer,ACCT,5460,Federal Taxation II,"Dittmer,Gary D",701,3.17,18,0,5,0,0,11,0,0,2,0,0
2011 Summer,ALAR,5500,Special Topic,"Moellmann,Karolin Irmgard Elisabeth",001,-,-,0,7,0,0,0,0,0,0,0,0
2011 Summer,ANTH,1010,Introduction to Anthropology,"Ehlers,Tracy",501,3.57,33,0,6,15,8,1,2,0,0,0,1
2011 Summer,ANTH,2325,Anthropology of God,"Mentore,George P",001,2.81,19,0,0,3,1,7,1,4,3,0,0
2011 Summer,ANTH,2345,Anthropology of Reproduction,"Singh,Holly Donahue",001,-,-,0,2,2,0,0,0,0,0,0,0
2011 Summer,ANTH,2557,Culture Through Film,"Osotsi,Felistas Njoki",001,3.83,13,1,6,5,1,0,0,0,0,0,0
2011 Summer,ANTH,2559,New Course: ANTH,"Halaweh,Helen",501,3.04,27,2,0,5,5,5,5,3,1,1,0
2011 Summer,ANTH,2590,Social & Cultural Anthropology,"Kalesnikava,Viktoryia",003,3.62,15,0,7,2,3,3,0,0,0,0,0
2011 Summer,ANTH,2590,Social & Cultural Anthropology,"Miller,Rachel Nottingham",002,3.21,15,3,0,4,1,2,2,2,1,0,0
2011 Summer,ANTH,2590,Social & Cultural Anthropology,"Nelson,Melissa Alejandra",001,3.49,18,0,3,8,3,2,2,0,0,0,0
2011 Summer,ANTH,2590,Social & Cultural Anthropology,"Stanley,Erik Nathaniel",002,3.21,15,3,0,4,1,2,2,2,1,0,0
2011 Summer,ANTH,3240,The Anthropology of Food,"Shutt,Lisa Toccafondi",001,3.50,21,0,10,5,0,3,1,1,0,0,1
2011 Summer,ANTH,3559,New Course: ANTH,"Ehlers,Tracy",502,3.55,27,0,5,11,7,4,0,0,0,0,0
2011 Summer,ANTH,3559,New Course: ANTH,"Halaweh,Helen",501,3.24,31,3,4,7,3,4,5,4,1,0,0
2011 Summer,ANTH,4060,UVA in Southern Africa,"Swap,Robert John",501,3.78,17,0,6,10,1,0,0,0,0,0,0
2011 Summer,ANTH,4993,Indep Study in Anthropology,"Terni,Clare Marie",3,-,-,0,1,0,0,0,0,0,0,0,0
2011 Summer,ANTH,5589,Topics in Archaeology,"Gary,Jack Alan",522,-,-,0,0,3,0,0,0,0,0,0,0
