Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2026 Spring,LATI,1020,Elementary Latin II,021104,"Corbeill,Anthony",100,10522,College & Graduate Arts & Sci,3.37,29,7,4,5,6,0,3,2,1,0,1
2026 Spring,MATH,7752,Algebra II,023232,"Ershov,Mikhail",001,10566,College & Graduate Arts & Sci,3.67,12,1,6,1,2,1,1,0,0,0,0
2026 Spring,SPAN,2010,Intermediate Spanish,035853,"Colon,Daniel",010,13555,College & Graduate Arts & Sci,3.59,18,0,4,11,0,2,0,0,1,0,0
2026 Spring,PHYS,1425,Intro Physics 1 for Engineers,031032,"Dukes,E",001,10609,College & Graduate Arts & Sci,3.34,62,6,20,7,12,5,3,2,2,1,4
2026 Spring,COMM,3720,Intermediate Corporate Finance,006484,"Gantchev,Nickolay",003,14636,McIntire School of Commerce,3.69,35,0,12,19,1,1,1,0,0,1,0
2026 Spring,KINE,5470,Metabolic Adap to Exercise,009284,"Angadi,Siddhartha",001,15439,School of Education and HumanDev,3.73,7,1,2,3,0,1,0,0,0,0,0
2026 Spring,LAW,9160,Evidence Law: Psych Bases,041705,"Spellman,Barbara",1,19088,School of Law,3.43,14,0,2,4,6,0,2,0,0,0,0
2026 Spring,SPAN,2010,Intermediate Spanish,035853,"Whitfill,Francis",004,11505,College & Graduate Arts & Sci,3.62,12,3,6,2,0,0,0,0,0,0,1
2026 Spring,SPAN,2010,Intermediate Spanish,035853,"Jarque,Esperanza Gorriz",008,11506,College & Graduate Arts & Sci,3.61,14,0,2,9,2,0,1,0,0,0,0
2026 Spring,COMM,4680,Entrepreneurship,006531,"Ransler,Charles",001,14679,McIntire School of Commerce,3.73,40,0,15,18,6,1,0,0,0,0,0
2026 Spring,GCOM,7170,Digital Strategy & Analytics,043913,"Montgomery,Nicole",001,14711,McIntire School of Commerce,3.38,34,0,5,12,7,3,6,1,0,0,0
2026 Spring,GCOM,7621,Managing Sustainable Dev,044168,"White,Mark",001,14739,McIntire School of Commerce,3.45,15,0,1,6,5,3,0,0,0,0,0
2026 Spring,MAE,4502,Spec Topics in Mechanical Engr,022610,"Garner,Gavin",001,17505,Engineering & Applied Science,4.00,11,3,8,0,0,0,0,0,0,0,0
2026 Spring,COMM,3200,Project & Product Management,006498,"Bennett,Andrew",001,14639,McIntire School of Commerce,3.83,35,0,21,11,2,0,1,0,0,0,0
2026 Spring,COMM,5460,Taxes & Business Strategy,006557,"Seidman,Jeri",002,14672,McIntire School of Commerce,3.32,38,0,1,12,12,10,3,0,0,0,0
2026 Spring,CS,2130,Computer Systems and Org 1,046226,"Hott,Robbie",001,16947,Engineering & Applied Science,2.82,207,9,38,20,17,31,24,19,15,10,24
2026 Spring,MUEN,3650,University Singers,024591,"Slon,Michael",001,10595,College & Graduate Arts & Sci,4.00,59,3,56,0,0,0,0,0,0,0,0
2026 Spring,STAT,7100,Intro to Advanced Inference,036696,"Wang,Jingming",001,11293,College & Graduate Arts & Sci,3.59,24,5,6,3,7,2,0,0,1,0,0
2026 Spring,EGMT,1510,Engaging Aesthetics,044512,"Dalton,Dave",219,13150,College & Graduate Arts & Sci,4.00,34,21,13,0,0,0,0,0,0,0,0
2026 Spring,HIUS,4501,Seminar United States History,019633,"Dierksheide,Christa",001,13156,College & Graduate Arts & Sci,3.91,15,3,9,2,1,0,0,0,0,0,0
2026 Spring,COMM,3050,Managerial Decision Making,006457,"Maurer,Chris",004,14621,McIntire School of Commerce,3.38,36,0,7,10,10,5,1,2,0,0,1
2026 Spring,STAT,4220,Applied Analytics for Business,044088,"Martinet,Gretchen",002,12346,College & Graduate Arts & Sci,3.68,44,1,32,0,4,1,0,6,0,0,0
2026 Spring,ENGL,4560,Seminar Modern & Contemp Lit,012608,"Rody,Caroline",003,20219,College & Graduate Arts & Sci,3.87,15,2,8,4,1,0,0,0,0,0,0
2026 Spring,KINE,4000,Practicum in Kinesiology,009122,"Fines,Abby",001,15436,School of Education and HumanDev,3.98,19,8,10,1,0,0,0,0,0,0,0
2026 Spring,COMM,3050,Managerial Decision Making,006457,"Maurer,Chris",007,14624,McIntire School of Commerce,3.61,34,0,11,11,10,1,0,0,1,0,0
2026 Spring,KINE,3450,Exercise & Nutrition Medicine,044387,"Angadi,Siddhartha",001,15514,School of Education and HumanDev,2.91,47,0,1,12,8,10,5,1,6,1,3
