Term Desc,Subject,Catalog Number,Class Title,Course ID,Primary Instructor Name,Class Section,Class Num,Class Academic Group,Course GPA,# of Students,A+,A,A-,B+,B,B-,C+,C,C-,DFW
2025 Fall,DS,2026,Computational Probability,046957,"Guadagni,Gianluca",002,14427,School of Data Science,3.57,60,1,28,12,6,7,1,2,2,1,0
2025 Fall,CHEM,1411,Intro College Chem I Lab,005986,"Morkowchuk,Lisa",005,10522,College & Graduate Arts & Sci,3.44,23,8,5,4,1,1,1,0,0,1,2
2025 Fall,GDS,3100,Development on the Ground,039954,"Edmunds,David",001,10566,College & Graduate Arts & Sci,3.95,48,12,28,8,0,0,0,0,0,0,0
2025 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Shaman,Cory",049,11460,College & Graduate Arts & Sci,3.89,18,0,15,1,1,1,0,0,0,0,0
2025 Fall,LASE,3510,Topics in the Liberal Arts,046610,"LaFleur,Jennifer",003,13555,College & Graduate Arts & Sci,3.49,42,0,34,0,0,1,0,0,1,2,4
2025 Fall,PHIL,1410,Forms of Reasoning,030021,"Boone,Trey",001,11923,College & Graduate Arts & Sci,3.60,119,1,53,23,20,13,5,2,1,1,0
2025 Fall,ENCW,2600,Fiction Writing,013455,...,004,13937,College & Graduate Arts & Sci,3.83,15,0,8,6,1,0,0,0,0,0,0
2025 Fall,CHEM,1411,Intro College Chem I Lab,005986,"Morkowchuk,Lisa",017,10528,College & Graduate Arts & Sci,3.53,24,14,2,3,1,0,1,1,0,0,2
2025 Fall,NASC,3100,Naval Ships Systems I,025295,"Hartman,Joshua",001,14636,Executive VP & Provost,3.95,11,0,9,2,0,0,0,0,0,0,0
2025 Fall,SPAN,3040,Business Spanish,035896,"Rodriguez,Maria Esparza",002,12657,College & Graduate Arts & Sci,3.91,16,0,11,5,0,0,0,0,0,0,0
2025 Fall,CS,3710,Intro to Cybersecurity,045511,"Bloomfield,Aaron",003,15915,Engineering & Applied Science,2.80,33,2,6,4,7,1,2,3,3,0,5
2025 Fall,CS,4501,Spec Top: Computer Science,006942,"Behl,Madhur",002,15439,Engineering & Applied Science,3.60,36,2,11,12,5,2,4,0,0,0,0
2025 Fall,CHEM,5760,Bioanalytical Microsystems,045827,"Swami,Nathan",001,19088,College & Graduate Arts & Sci,3.74,16,1,4,9,2,0,0,0,0,0,0
2025 Fall,SPAN,4700,Spanish Culture & Civilization,035932,"Moore,Kelly",001,12660,College & Graduate Arts & Sci,3.99,20,8,11,1,0,0,0,0,0,0,0
2025 Fall,APMA,3120,Statistics,001154,"Fernando,Anne",001,14679,Engineering & Applied Science,2.98,35,0,6,6,6,4,6,3,0,0,4
2025 Fall,SYS,6003,Optimizatn Models & Methods I,036949,"Riggs,Robert",001,14739,Engineering & Applied Science,3.58,23,0,12,3,4,3,0,0,0,0,1
2025 Fall,MATH,1320,Calculus II,022954,"Aitzhanova,Bakhyt",200,10236,College & Graduate Arts & Sci,3.48,25,7,10,1,2,0,1,0,2,0,2
2025 Fall,ECE,3209,Electromagnetic Fields,007677,"Barker,N.",001,15122,Engineering & Applied Science,3.06,24,2,7,1,1,4,1,1,5,2,0
2025 Fall,CS,6762,"SP,ML and Control",046326,"Lin,Felix",001,15654,Engineering & Applied Science,3.99,60,3,54,3,0,0,0,0,0,0,0
2025 Fall,LPPL,3210,Behavioral Sci:Civic Leadershp,042166,"Dobson,Kyle",001,14463,Batten Leadership & Public Pol,3.71,83,0,7,72,4,0,0,0,0,0,0
2025 Fall,PSYC,1010,Introductory Psychology,032423,"Mazurek,Christopher",001,11035,College & Graduate Arts & Sci,3.34,339,5,97,101,31,42,24,7,11,7,14
2025 Fall,CS,6316,Machine Learning,006975,"Chen,Chen",001,15944,Engineering & Applied Science,3.99,27,9,17,1,0,0,0,0,0,0,0
2025 Fall,CHEM,1411,Intro College Chem I Lab,005986,"Morkowchuk,Lisa",051,12116,College & Graduate Arts & Sci,3.77,23,13,5,2,0,0,1,2,0,0,0
2025 Fall,CS,1110,Introduction to Programming,006846,"Khargonkar,Arohi",002,15175,Engineering & Applied Science,3.60,172,0,107,26,12,9,5,1,4,2,6
2025 Fall,EGMT,1510,Engaging Aesthetics,044512,"Will,Richard J",113,13150,College & Graduate Arts & Sci,4.00,33,5,28,0,0,0,0,0,0,0,0
2025 Fall,EGMT,1510,Engaging Aesthetics,044512,"Ferguson,Andrew",119,13156,College & Graduate Arts & Sci,3.91,31,0,28,1,1,0,0,1,0,0,0
2025 Fall,LPPA,7220,Adv Topics Impact Evaluation,045119,"Player,Daniel",001,14474,Batten Leadership & Public Pol,3.89,11,0,7,4,0,0,0,0,0,0,0
2025 Fall,SYS,6021,Statistical Modeling I,036958,"Chung,Seokhyun",600,15837,Engineering & Applied Science,3.83,12,0,8,2,2,0,0,0,0,0,0
2025 Fall,PLCP,3110,The Politics of Western Europe,031689,"Alexander,Gerard",100,20219,College & Graduate Arts & Sci,3.34,170,7,31,60,25,22,9,4,2,3,7
2025 Fall,CLAS,2010,Greek Civilization,006297,"Dillery,John",100,10903,College & Graduate Arts & Sci,3.17,86,6,14,24,10,12,6,3,3,2,6
2025 Fall,ECON,3020,Intermediate Macroeconomics,007909,"Westerfield,Maria",300,13946,College & Graduate Arts & Sci,3.41,114,10,20,26,25,20,8,3,0,0,2
2025 Fall,MATH,3354,Survey of Algebra,023084,"Wang,Oliver",002,11851,College & Graduate Arts & Sci,3.61,28,4,12,3,0,6,3,0,0,0,0
2025 Fall,DS,6300,Theory I: Prob & Stoch Process,046804,"Guadagni,Gianluca",001,14397,School of Data Science,3.48,5,1,0,2,0,2,0,0,0,0,0
2025 Fall,RELC,2050,Rise of Christianity,033956,"Shuve,Karl",100,12986,College & Graduate Arts & Sci,3.74,59,7,27,14,3,6,1,1,0,0,0
2025 Fall,PSYC,7430,Psychological Assessment,032768,"Reuben,Aaron Samuel",100,12672,College & Graduate Arts & Sci,4.00,5,3,2,0,0,0,0,0,0,0,0
2025 Fall,ENCW,2300,Poetry Writing,013450,...,007,14048,College & Graduate Arts & Sci,3.67,13,0,11,1,0,0,0,0,0,0,1
2025 Fall,COMM,2001,Found. of Financial Accounting,048083,"Martin,Roger",400,20374,McIntire School of Commerce,3.19,73,3,20,15,10,7,4,4,2,2,6
2025 Fall,CHEM,2311,Org Chem Lab I Non Chem Major,043154,"Chruma,Jason",006,11472,College & Graduate Arts & Sci,3.82,32,1,23,5,0,1,1,0,1,0,0
2025 Fall,FREN,2020,Intermediate French II,014316,"Geer,Rachel Carrie",002,10155,College & Graduate Arts & Sci,3.62,12,2,7,2,0,0,0,0,0,0,1
2025 Fall,AAS,3500,Intermediate Seminar in AAS,039376,"Lemos,Guilherme",003,13759,College & Graduate Arts & Sci,3.94,15,4,8,3,0,0,0,0,0,0,0
2025 Fall,DS,3001,Foundations of ML,045203,"Wright,Brian",001,14403,School of Data Science,3.99,54,5,48,1,0,0,0,0,0,0,0
2025 Fall,BME,2104,Cell & Molecular for Engineers,004061,"Zunder,Eli",001,15258,Engineering & Applied Science,3.50,51,0,21,10,7,6,3,2,1,1,0
2025 Fall,MATH,4651,Advanced Linear Algebra,023151,"Stees,Ryan",001,10254,College & Graduate Arts & Sci,2.99,16,3,2,2,0,1,4,1,1,0,2
2025 Fall,CHEM,2810,Principles Org & Bioorg Chem,005711,"Serbulea,Laura",100,10043,College & Graduate Arts & Sci,3.30,64,1,29,4,8,6,4,2,6,2,2
2025 Fall,PLCP,1010,Intro to Comparative Politics,031680,"Waldner,David",100,10355,College & Graduate Arts & Sci,3.52,173,0,30,63,57,19,3,1,0,0,0
2025 Fall,MICR,8042,Advanced Topics in Cancer,038109,"Gioeli,Daniel",001,18334,Medical School - BIMS/PHS,3.91,7,2,3,2,0,0,0,0,0,0,0
2025 Fall,MATH,3350,Applied Linear Algebra,042858,"Holt,Jeffrey",002,11731,College & Graduate Arts & Sci,3.52,37,1,15,7,5,4,2,2,1,0,0
2025 Fall,SPAN,3030,Cultural Conversations,035895,"Wellbeloved,Elizabeth A.",501,19097,College & Graduate Arts & Sci,3.91,10,1,6,3,0,0,0,0,0,0,0
2025 Fall,EGMT,1530,Engaging Differences,044514,"Kaelin,Kelly",116,13171,College & Graduate Arts & Sci,3.86,30,0,24,4,0,1,0,0,1,0,0
2025 Fall,ENWR,1510,Writing and Critical Inquiry,013432,"Goad,Rhiannon",039,11391,College & Graduate Arts & Sci,3.91,18,0,16,0,1,1,0,0,0,0,0
2025 Fall,BIOL,3450,Biodiversity and Conservation,003565,"Manson,Jessamyn",001,11466,College & Graduate Arts & Sci,3.44,97,1,23,31,14,15,10,1,1,0,1
