ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10484,AAS,1020,100,Lecture,"4","","","","Introduction to African-American and African Studies II","",Open,73,118,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10489,AAS,1020,101,Discussion,"4","","","","Introduction to African-American and African Studies II","",Open,7,18,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10488,AAS,1020,102,Discussion,"4","","","","Introduction to African-American and African Studies II","",Open,10,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10487,AAS,1020,103,Discussion,"4","","","","Introduction to African-American and African Studies II","",Open,19,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10486,AAS,1020,104,Discussion,"4","","","","Introduction to African-American and African Studies II","",Closed,20,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10490,AAS,1020,105,Discussion,"4","","","","Introduction to African-American and African Studies II","",Open,5,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10485,AAS,1020,106,Discussion,"4","","","","Introduction to African-American and African Studies II","",Open,12,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
20808,AAS,3000,001,Seminar,"3","","","","Women and Religion in Africa","",Closed,4,5,0,"This course examines women's religious activities, traditions and spirituality in a number of different African contexts.  Drawing on ethnographic, historical, literary, and religious studies scholarship, we will explore a variety of themes and debates that have emerged in the study of gender and religion in Africa.  Topics will include gendered images of sacred power; the construction of gender through ritual; sexuality and fertility; and women"
20809,AAS,3456,001,Seminar,"3","","","","The Supreme Court and the Civil Rights Movement","",Open,16,20,0,"This course explores the role of the United States Supreme Court in defining the legality of racial distinctions in the United States in the post-Civil War era.  Special attention is paid to the role of the court's landmark 1954 decision, Brown v. Board of Education.  The class will be taught in a discussion format based upon assigned readings."
20811,AAS,3500,001,Seminar,"3","","","","Intermediate Seminar in African-American & African Studies","Insiders&Outsiders in Africa",Open,19,20,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
