ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10152,AAS,2559,1,Seminar,"3","Latasha Levy","MoTuWeThFr 10:00AM - 4:00PM","Gibson Hall 242","01/04/2016 - 01/15/2016","","","","","","","","","","","","","New Course in African and African American Studies","#BlackLivesMatter",Open,13,30,0,"New course in the subject of African and African American Studies"
10051,ANTH,2800,1,Lecture,"3","Susan Palazzo","MoTuWeThFr 10:00AM - 3:00PM","New Cabell Hall 383","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Introduction to Archaeology","",Open,12,30,0,"Topics include alternative theories of prehistoric culture change, dating methods, excavation and survey techniques, and the reconstruction of the economy, social organization, and religion of prehistoric societies."
10100,ARTS,2580,1,Discussion,"3","William Bennett","MoTuWeThFr 10:00AM - 4:00PM","Ruffin Hall 102","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Special Topics in Sculpture","The Human Figure",Open,9,20,0,"An introduction to the specialized materials, methods, processes, and cultural issues as they relate to the history and practice of Sculpture"
10101,ARTS,2610,1,Studio,"3","Akemi Rollando","MoTuWeThFr 10:00AM - 3:00PM","Ruffin Hall 203","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Introduction to Drawing I","",Open,17,20,0,"Drawing provides students with a foundation of skills, judgement, and observational abilities that are essential to artistic expression. ARTS2000 is required for every Studio Art major and minor and a prerequisite for all other media related courses in Studio Art."
10053,ARTS,2620,1,Studio,"3","Dean Dass","MoTuWeThFr 10:00AM - 4:00PM","Ruffin Hall 220","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Introduction to Drawing II","",Open,13,20,0,"Continuation of ARTS 1610 with projects emphasizing on drawing skills and analytical thinking. The majority of assignments will be concept-based to encourage students to develop individual visual language.  Prerequisite: ARTS 1610."
10166,BME,3030,1,Lecture,"3","David Chen, Timothy Allen","MoTuWeThFr 10:00AM - 3:00PM","Biomed Engr & Med Sci 1041","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Design and Innovation in Medicine","",Open,17,20,0,"A project-based grounding in biomedical product design, with emphasis on clinical immersion and topics including design fundamentals, problem/needs identification, delineation of realistic constraints and product specifications, intellectual property, market analysis, entrepreneurship, specific advanced design topics, business plan development, venture funding, and medical product testing methods.REQ:  instructor permission ."
10140,COMM,3845,1,Lecture,"3","William Wilkerson","MoTuWeThFr 9:00AM - 3:00PM","Rouss Hall 403","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Foundations of International Business","",Open,23,30,0,"An introduction to the field of international business through an examination of the practice and theory of international business, focusing on managerial, operational, strategic, ethical, and environmental factors. The student develops an understanding of global trade theory and the various forms of global and regional economic integration; examines the major functions of managing an international business; becomes familiar with the instruments, procedures, and processes of international business; ascertains the modes of international market entry and foreign direct investment; generates an appreciation of the importance of culture on international business; and evaluates ethical issues in international business.    Prerequisite: Non-Commerce students."
10103,DRAM,1020,1,Lecture,"3","David Dalton","MoTuWeThFr 10:00AM - 4:00PM","Drama Education Bldg 115C","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Speaking in Public","",Closed,13,12,0,"For non-majors. Acquire and practice voice and speech techniques to build oral communication skills, confidence and enjoyment in public speaking, presentation or performance."
10160,DRAM,4598,1,Laboratory,"3","Christopher Rybitski","MoTuWeThFr 10:00AM - 3:00PM","Drama Education Bldg 206","01/04/2016 - 01/15/2016","","","","","","","","","","","","","Special Topics in Design Technology","Automat & Controls for Theatre",Open,7,10,0,"A directed study in theatre design technology offered to upper-level students.  Prerequisite: Instructor permission."
10162,ELA,2559,1,Lecture,"3","Karlin Luedtke","MoTuWeThFr 10:00AM - 3:00PM","Monroe Hall 110","01/04/2016 - 01/15/2016","","","","","","","","","","","","","New Course in Engaging the Liberal Arts","",Open,17,30,0,"Courses on variable topics that will help students (1) identify and prepare for a major in the College and (2) learn about the many resources and opportunities available to them as they pursue their liberal arts degree."
