ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10728,AAS,1020,100,Lecture,"4","Claudrena Harold","TuTh 12:30PM - 1:45PM","Minor Hall 125","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,123,118,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10733,AAS,1020,101,Discussion,"4","Alec Hickmott","Th 6:00PM - 6:50PM","New Cabell Hall 111","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,20,18,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10732,AAS,1020,102,Discussion,"4","Alec Hickmott","Th 4:00PM - 4:50PM","New Cabell Hall 191","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,21,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10731,AAS,1020,103,Discussion,"4","Lindsey Jones","We 5:00PM - 5:50PM","New Cabell Hall 411","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,21,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10730,AAS,1020,104,Discussion,"4","Lindsey Jones","We 7:00PM - 7:50PM","New Cabell Hall 411","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Open,19,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10734,AAS,1020,105,Discussion,"4","Alec Hickmott","Th 7:00PM - 7:50PM","New Cabell Hall 111","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,21,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10729,AAS,1020,106,Discussion,"4","Lindsey Jones","We 6:00PM - 6:50PM","New Cabell Hall 411","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,21,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
16054,AAS,2224,001,Seminar,"3","Lisa Shutt","Tu 3:30PM - 6:00PM","New Cabell Hall 389","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Closed,19,18,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
20953,AAS,2224,002,Seminar,"3","Lisa Shutt","Th 3:30PM - 6:00PM","New Cabell Hall 389","01/12/2015 - 04/28/2015","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Closed,19,18,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
21867,AAS,2559,001,Seminar,"3","Teresa Dowell-Vest","We 6:30PM - 9:00PM","New Cabell Hall 383","01/12/2015 - 04/28/2015","","","","","","","","","","","","","New Course in African and African American Studies","DrinkingGourd to #BlackTwitter",Closed,29,25,0,"New course in the subject of African and African American Studies"
