ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10001,AAS,1020,100,Lecture,"4","Claudrena Harold","TuTh 12:30PM - 1:45PM","Wilson Hall 301","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Open,101,118,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10016,AAS,1020,101,Discussion,"4","Alec Hickmott","Th 6:00PM - 6:50PM","New Cabell Hall 318","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Open,16,18,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10013,AAS,1020,102,Discussion,"4","Alec Hickmott","Th 4:00PM - 4:50PM","New Cabell Hall B030","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,20,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10010,AAS,1020,103,Discussion,"4","Mary Hicks","We 5:00PM - 5:50PM","Maury Hall 113","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,22,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10007,AAS,1020,104,Discussion,"4","Mary Hicks","We 2:00PM - 2:50PM","New Cabell Hall 340","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Closed,20,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10019,AAS,1020,105,Discussion,"4","Alec Hickmott","Th 7:00PM - 7:50PM","New Cabell Hall 130","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Open,8,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
10004,AAS,1020,106,Discussion,"4","Mary Hicks","We 3:00PM - 3:50PM","New Cabell Hall 331","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Introduction to African-American and African Studies II","",Open,15,20,0,"This introductory course builds upon the histories of people of African descent in Africa, the Americas, and the Caribbean surveyed in AAS 1010. Drawing on disciplines such as Anthropology, History, Religious Studies, Political Science and Sociology, the course focuses on the period from the late 19th century to the present and is comparative in perspective. It examines the links and disjunctions between communities of African descent in the United States and in Latin America, the Caribbean, and Africa. The course begins with an overview of AAS, its history, assumptions, boundaries, and topics of inquiry, and then proceeds to focus on a number of inter-related themes: patterns of cultural experience; community formation; comparative racial classification; language and society; family and kinship; religion; social and political movements; arts and aesthetics; and archaeology of the African Diaspora."
37558,AAS,3000,001,Seminar,"3","Cynthia Hoehler-Fatton","TuTh 12:30PM - 1:45PM","Gibson 341","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Women and Religion in Africa","",Closed,11,8,0,"This course examines womenÂ¿s religious activities, traditions and spirituality in a number of different African contexts.  Drawing on ethnographic, historical, literary, and religious studies scholarship, we will explore a variety of themes and debates that have emerged in the study of gender and religion in Africa.  Topics will include gendered images of sacred power; the construction of gender through ritual; sexuality and fertility; and womenÂ¿"
15819,AAS,3500,001,Seminar,"3","Amy Nichols-Belo","MoWe 2:00PM - 3:15PM","Maury Hall 110","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Health and Healing in Africa",Closed,16,12,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
36459,AAS,3500,002,Seminar,"3","Clare Terni","MoWe 3:30PM - 4:45PM","Brooks Hall 103","01/19/2011 - 05/03/2011","","","","","","","","","","","","","Intermediate Seminar in African-American & African Studies","Developmnt & Culture in Africa",Closed,14,12,0,"Reading, class discussion, and written assignments on a special topic in African-American and African Studies Topics change from term to term, and vary with the instructor.  Primarily for fourth-year students but open to others."
