ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10108,ANTH,1010,001,Lecture,"3","Jacqueline Cieslak","MoTuWeThFrSa 10:00AM - 4:00PM","Bryan Hall 312","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Introduction to Anthropology","",Open,13,15,0,"This is a broad introductory course covering race, language, and culture, both as intellectual concepts and as political realities. Topics include race and culture as explanations of human affairs, the relationship of language to thought, cultural diversity and cultural relativity, and cultural approaches to current crises."
10112,ANTH,2800,001,Lecture,"3","Susan Palazzo","MoTuWeThFrSa 10:00AM - 4:00PM","Brooks Hall 103","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Introduction to Archaeology","",Open,14,15,0,"Topics include alternative theories of prehistoric culture change, dating methods, excavation and survey techniques, and the reconstruction of the economy, social organization, and religion of prehistoric societies."
10109,ARTS,2580,001,Discussion,"3","William Bennett","MoTuWeThFrSa 10:00AM - 4:00PM","Ruffin Hall 120","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Special Topics in Sculpture","The Human Figure",Open,9,15,0,"An introduction to the specialized materials, methods, processes, and cultural issues as they relate to the history and practice of Sculpture"
10077,ARTS,2610,001,Studio,"3","Akemi Rollando","MoTuWeThFrSa 10:00AM - 4:00PM","Ruffin Hall 203","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Introduction to Drawing I","",Closed,18,23,0,"Drawing provides students with a foundation of skills, judgement, and observational abilities that are essential to artistic expression. ARTS2000 is required for every Studio Art major and minor and a prerequisite for all other media related courses in Studio Art."
10078,COMM,3845,001,Lecture,"3","William Wilkerson","MoTuWeThFrSa 10:00AM - 4:00PM","TBA","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Foundations of International Business","",Open,18,20,0,"An introduction to the field of international business through an examination of the practice and theory of international business, focusing on managerial, operational, strategic, ethical, and environmental factors. The student develops an understanding of global trade theory and the various forms of global and regional economic integration; examines the major functions of managing an international business; becomes familiar with the instruments, procedures, and processes of international business; ascertains the modes of international market entry and foreign direct investment; generates an appreciation of the importance of culture on international business; and evaluates ethical issues in international business.    Prerequisite: Non-Commerce students."
10079,DRAM,1020,001,Lecture,"3","David Dalton","MoTuWeThFrSa 9:00AM - 2:00PM","Drama Education Bldg 115C","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Speaking in Public","",Open,10,12,0,"For non-majors. Acquire and practice voice and speech techniques to build oral communication skills, confidence and enjoyment in public speaking, presentation or performance."
10081,ENSP,1600,001,Lecture,"3","Margaret Gardiner","MoTuWeThFrSa 10:00AM - 4:00PM","Bryan Hall 328","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Public Speaking","",Closed,14,18,0,"The development of skills in the preparation, delivery, and criticism of speeches, with emphasis on the function of audience analysis, evidence, organization, language, and style.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
10135,EVSC,4050,001,Lecture,"3","Stephen Macko","MoTuWeThFrSa 10:00AM - 4:00PM","Clark Hall G004","01/02/2019 - 01/12/2019","","","","","","","","","","","","","Topics in Oceanography","",Closed,18,18,0,"Introduces oceanography together with a survey of marine resources and the scientific bases for their management.  Prerequisite: One year college-level science."
10037,GBUS,7113,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Global Leadership Explorations - Part III","",Open,0,40,0,"Each location chosen for our GEMBA residencies offers a broad set of opportunities for building global awareness as well as allowing more integration opportunities across courses. Global Leadership Explorations are a series of two-week courses that will focus on why students are in a certain location and what they can learn about themselves, their companies, business and the world."
10048,GBUS,7114,001,Lecture,"3","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Global Leadership Explorations - Part VI","",Open,0,30,0,"Each location chosen for our GEMBA residencies offers a broad set of opportunities for building global awareness as well as allowing more integration opportunities across courses. Global Leadership Explorations are a series of two-week courses that will focus on why students are in a certain location and what they can learn about themselves, their companies, business and the world."
10038,GBUS,7236,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Global Economies and Markets  - Part II","",Open,0,40,0,"This course applies the ideas and methodologies of economics to the analysis of the business environment in which firms operate and managers make decisions. The course expands students' knowledge of global economies and markets in three dimensions. First, it delivers insights and tools for analyzing markets in the global economy by studying such topics as competition, market structure, efficiency, industry equilibrium, and change."
10034,GBUS,7256,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Financial Management and Policies - Part II","",Open,0,70,0,"This corporate-finance course focuses on corporate policy and the tactics that increase the value of the corporation. The course starts by stressing how managers interface with the capital markets to learn the return required by the firm's different investors. This required return, or cost of capital, is used later as the key variable to assess whether capital-investment proposals can create value for stakeholders."
10033,GBUS,7258,1,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Financial Management & Policies (Part II)","",Open,0,40,0,"This corporate-finance course focuses on corporate policy and the tactics that increase the value of the corporation. The course starts by stressing how managers interface with the capital markets to learn the return required by the firm's different investors. This required return, or cost of capital, is used later as the key variable to assess whether capital-investment proposals can create value for stakeholders."
10035,GBUS,7276,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Accounting for Managers  - Part II","",Open,0,70,0,"As the language of business and the cornerstone of the financial capital markets, accounting provides terminology, frameworks, and concepts with which to understand and analyze the financial consequences of business activities. As these activities have become increasingly complex and global, the task of presenting timely, relevant, and reliable financial information to interested internal and external users has become more challenging."
10039,GBUS,7278,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Accounting for Managers (Part II)","",Open,0,40,0,"This course consists of two complementary components: managerial accounting and financial accounting. Managerial accounting has an internal focus and pertains to the collection and analysis of financial information relevant to business operations, including costs analysis, product and service costing, planning, budgeting, and performance evaluation."
10045,GBUS,7296,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Marketing - Part II","",Open,0,30,0,"This course provides students with an introduction to consumer behavior and marketing analytics. Its goal is to expose students to difficult marketing issues that both U.S. and foreign companies face."
10046,GBUS,7317,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Operations Management - Part III","",Open,0,30,0,"This course is designed to convey to students both the fundamentals of operations and the understanding that the link between operations and firm performance is a crucial source of competitive advantage. Managing the underlying processes by which firms create and deliver value is at the heart of the operations function in every line of business, and this course focuses on how to do this well."
10040,GBUS,7349,001,Lecture,"1.5","Staff","TBA","TBA","TBA","","","","","","","","","","","","","Leading Organizations (Part II)","",Open,0,40,0,"High-performing organizations are driven by leaders who enable people to be effective in their jobs. This course helps students cultivate mind-sets and use tools to influence behavior in organizations."
