ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
12633,AAS,2224,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Monroe Hall 110","07/08/2013 - 08/03/2013","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Closed,16,12,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
12706,AAS,2559,001,Seminar,"3","Erin Nourse","MoTuWeThFr 10:30AM - 12:45PM","McLeod Hall 2006","07/08/2013 - 08/03/2013","","","","","","","","","","","","","New Course in African and African American Studies","Intro to African Religions",Open,13,18,0,"New course in the subject of African and African American Studies"
12710,AAS,3559,001,Seminar,"3","Theodore Cohen","MoTuWeThFr 10:30AM - 12:45PM","Clark Hall G054","06/10/2013 - 07/06/2013","","","","","","","","","","","","","New Course in African and African American Studies","Slavery & Emancipation in Film",Open,5,18,0,"New course in the subject of African and African American Studies."
12634,AAS,3749,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","Bryan Hall 334","06/10/2013 - 07/06/2013","","","","","","","","","","","","","Food and Meaning in Africa and the Diaspora","",Open,9,18,0,"This course investigates the traditions and symbolics of food and eating in Africa and throughout the African Diaspora -- wherever people of African descent have migrated or have been forced to move. This course will help students to investigate the way the foods people eat' or don't eat' hold meaning for people within a variety of cultural contexts.Topics will include symbol, taboo, sexuality, bodies, ritual, kinship & beauty, among others."
12793,AAS,4993,003,Independent Study,"1 - 6","Lisa Shutt","TBA","TBA","05/13/2013 - 06/08/2013","","","","","","","","","","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12969,AAS,4993,004,Independent Study,"1 - 12","Maurice Apprey","TBA","TBA","07/08/2013 - 08/03/2013","","","","","","","","","","","","","Independent Study","",Open,2,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12270,ACCT,3110,701,Lecture,"3","Leon Hutton","MoTh 6:30PM - 10:00PM","Northern Virginia Center","05/23/2013 - 06/13/2013","Staff","Mo 6:30PM - 10:00PM","Northern Virginia Center","07/01/2013 - 07/01/2013","Staff","MoTh 6:30PM - 10:00PM","Northern Virginia Center","07/08/2013 - 07/29/2013","","","","","Intermediate Accounting I","",Open,10,24,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
12305,ACCT,3140,701,Lecture,"3","William Cardine","Tu 6:30PM - 10:00PM","Web-Based Course-No class mtgs","05/28/2013 - 08/13/2013","Staff","Mo 2:01AM - 2:01AM","Web-Based Course-No class mtgs","05/29/2013 - 08/17/2013","","","","","","","","","Cost Accounting","",Open,16,24,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
12307,ACCT,4450,701,Lecture,"3","Thomas Hughes","WeFr 6:30PM - 10:00PM","Northern Virginia Center","05/22/2013 - 07/03/2013","","","","","","","","","","","","","Federal Taxation I","",Open,5,24,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
12306,ACCT,5210,701,Lecture,"3","Karen Young","Th 6:30PM - 10:00PM","Northern Virginia Center","05/23/2013 - 05/23/2013","Staff","MoTh 6:30PM - 10:00PM","Northern Virginia Center","05/30/2013 - 07/02/2013","Staff","MoTh 6:30PM - 10:00PM","Northern Virginia Center","07/08/2013 - 07/11/2013","","","","","Introductory Auditing","",Open,8,24,0,"Examines auditing methodology through a study of auditing standards. Includes the nature of evidence, program planning, work papers, internal control evaluation, types of audit tests, and audit reports.  Prerequisite: ACCT 3120."
12308,ACCT,5460,701,Lecture,"3","Gary Dittmer","Mo 1:01AM - 1:02AM","Web-Based Course-No class mtgs","05/28/2013 - 08/17/2013","","","","","","","","","","","","","Federal Taxation II","",Open,19,24,0,"Analyzes of the federal income tax law and its application to corporations, shareholders, partnerships, partners, estates, and gift transactions.  Prerequisite: ACCT 4450."
