ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
10816,AAS,2224,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 115","07/10/2017 - 08/02/2017","","","","","","","","","","","","","Black Femininities and Masculinities in the US Media","",Open,15,20,0,"This course, taught as a lower-level seminar, will address the role the media has played in creating images and understandings of 'Blackness' in the United States, particularly where it converges with popular ideologies about gender."
12384,AAS,2559,001,Seminar,"3","Lindsey Jones","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 111","06/12/2017 - 07/06/2017","","","","","","","","","","","","","New Course in African and African American Studies","Education of Black Girls in US",Open,4,20,0,"New course in the subject of African and African American Studies"
12385,AAS,2559,002,Seminar,"3","Tiffany Barber","MoTuWeThFr 1:00PM - 3:15PM","New Cabell Hall 111","07/10/2017 - 08/02/2017","","","","","","","","","","","","","New Course in African and African American Studies","Art in Age of BlackLivesMatter",Open,10,20,0,"New course in the subject of African and African American Studies"
12404,AAS,2559,003,Seminar,"3","Anne Rotich","MoTuWeThFr 10:30AM - 12:45PM","New Cabell Hall 111","07/10/2017 - 08/02/2017","","","","","","","","","","","","","New Course in African and African American Studies","Swahili Cultures",Open,4,20,0,"New course in the subject of African and African American Studies"
10817,AAS,3749,001,Seminar,"3","Lisa Shutt","MoTuWeThFr 10:30AM - 12:45PM","Bryan Hall 330","05/15/2017 - 06/08/2017","","","","","","","","","","","","","Food and Meaning in Africa and the Diaspora","",Open,9,20,0,"This course investigates the traditions and symbolics of food and eating in Africa and throughout the African Diaspora -- wherever people of African descent have migrated or have been forced to move. This course will help students to investigate the way the foods people eat' or don't eat' hold meaning for people within a variety of cultural contexts.Topics will include symbol, taboo, sexuality, bodies, ritual, kinship & beauty, among others."
10825,AAS,4993,003,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","05/15/2017 - 06/08/2017","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
10852,AAS,4993,004,Independent Study,"1 - 12","Maurice Apprey","TBA","TBA","07/10/2017 - 08/03/2017","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
10935,AAS,4993,005,Independent Study,"1 - 12","Lisa Shutt","TBA","TBA","07/10/2017 - 08/03/2017","","","","","","","","","","","","","Independent Study","",Open,0,30,0,"Allows students to work on an individual research project. Students must propose a topic to an appropriate faculty member, submit a written proposal for approval, prepare an extensive annotated bibliography on relevant readings comparable to the reading list of a regular upper-level course, and complete a research paper of at least 20 pages."
12255,ACCT,2010,701,Lecture,"3","Marshall Kasten","Mo 2:10AM - 2:11AM","Web-Based Course-No class mtgs","05/15/2017 - 08/04/2017","","","","","","","","","","","","","Introductory Accounting I","",Open,11,24,0,"Designed to introduce students to the language of business, the course begins with the role of financial data in contemporary society, proceeds to develop the accounting model for capturing financial data, and finishes with the problems of measuring and reporting income, assets, liabilities, and equities."
12256,ACCT,2020,701,Lecture,"3","Noel Montesa","Mo 6:30PM - 9:45PM","Web-Based Course-No class mtgs","05/15/2017 - 07/31/2017","","","","","","","","","","","","","Introductory Accounting II","",Open,14,24,0,"Continuation of ACCT 2010. Approximately one third of the course deals with additional financial accounting topics, emphasizing managerial considerations and financial analysis. Cost accumulation, allocation, and product cost methods are studied in a manufacturing setting. Matters such as evaluation of performance planning, cost behavior, and special decisions are emphasized.  Prerequisite: ACCT 2010."
12257,ACCT,3110,701,Lecture,"3","Leon Hutton","Tu 6:30PM - 9:45PM","Web-Based Course-No class mtgs","05/16/2017 - 08/01/2017","","","","","","","","","","","","","Intermediate Accounting I","",Open,12,24,0,"An intensive study of the generally accepted accounting principles for asset valuation, income measurement, and financial statement presentation for business organizations, and the processes through which these principles evolve.  Prerequisite: ACCT 2020."
12258,ACCT,3120,701,Lecture,"3","Gary Brooks","Th 7:00PM - 10:00PM","Web-Based Course-No class mtgs","05/18/2017 - 08/03/2017","","","","","","","","","","","","","Intermediate Accounting II","",Open,11,24,0,"Continuation of ACCT 3110, emphasizing accounting for the equities of a firm's investors and creditors. Covers special problem areas in financial accounting including accounting for leases, pensions, and income taxes.  Prerequisite: ACCT 3110."
12260,ACCT,3140,701,Lecture,"3","William Cardine","We 6:30PM - 9:45PM","Web-Based Course-No class mtgs","05/17/2017 - 08/02/2017","","","","","","","","","","","","","Cost Accounting","",Open,9,24,0,"Addresses analysis of cost behavior and volume profit relationships; responsibility accounting and reporting flexible budgets; and the use of standard costs to guide and control performance.  Prerequisite: ACCT 2020."
12262,ACCT,4450,701,Lecture,"3","Gary Dittmer","Mo 6:30PM - 9:45PM","Web-Based Course-No class mtgs","05/15/2017 - 07/31/2017","","","","","","","","","","","","","Federal Taxation I","",Open,7,24,0,"An analysis of the federal income tax law and its application to individuals. A study is made of problems covering personal and business tax situations. Several cases are assigned for which the student prepares illustrative tax returns.  Prerequisite: ACCT 2020 or instructor permission."
